No.,Date,Year,Location,Name,Species,Diameter (mm),Notes (injury)
263,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,130,0
264,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,260,0
265,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,210,0
266,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,115,0
267,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,85,0
268,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,30,0
269,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,240,0
270,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,150,0
271,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,310,0
272,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,55,0
273,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,430,0
274,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,165,0
275,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,210,0
276,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,75,0
277,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,100,0
278,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,110,Pale
279,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,70,0
280,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,320,0
281,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,260,0
282,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,140,0
283,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,75,0
284,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,95,0
285,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,170,0
286,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,420,0
287,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,85,0
288,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,60,0
289,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,230,0
290,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,300,0
291,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,305,0
292,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,95,0
293,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,120,0
294,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,70,0
295,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,150,0
296,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,350,0
297,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,120,0
298,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,55,0
299,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,210,0
300,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,100,0
301,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,140,0
302,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,180,0
303,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,300,0
304,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,310,0
305,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,120,0
306,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,150,0
307,Feb-20,2020,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,120,0
472,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,260,0
473,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,600,0
474,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,350,0
475,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,480,0
476,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,210,0
477,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,230,0
478,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,90,0
479,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,450,0
480,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,170,0
481,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,310,0
482,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,110,0
483,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,210,0
484,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,360,0
485,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,340,0
486,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,360,0
487,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,50,0
488,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,140,0
489,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,60,0
490,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,220,0
491,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,200,0
492,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,190,0
493,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,200,0
494,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,290,0
495,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,70,0
496,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,80,0
497,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,180,0
498,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,200,0
499,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,240,0
500,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,30,0
501,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,650,0
502,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,400,0
503,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,510,0
504,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,320,0
505,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,330,0
506,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,610,0
507,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,400,0
508,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,510,0
509,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,320,0
510,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,330,0
511,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,610,0
512,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,480,0
513,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,330,0
514,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,220,0
515,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,300,0
516,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,400,0
517,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,480,0
518,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,400,0
519,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,530,0
520,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,480,0
521,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,610,0
522,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,490,0
523,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,510,0
524,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,220,0
525,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,550,0
526,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,620,0
527,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,420,0
528,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,490,0
529,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,300,0
530,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,450,0
531,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,380,0
532,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,390,0
533,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,780,0
534,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,620,0
535,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,450,0
536,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,510,0
537,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,610,0
538,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,520,0
539,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,180,0
540,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,310,0
541,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,220,0
542,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,200,0
543,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,450,0
544,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,430,0
545,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. hyacinthus,500,0
546,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,400,
547,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,600,
548,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,150,
549,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,220,
550,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,260,
551,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,300,
552,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,320,
553,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,300,
554,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,330,
555,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,750,
556,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,410,
557,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,420,
558,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,320,
559,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,330,
560,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,700,
561,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,380,
562,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,320,
563,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,420,
564,Jun-22,2022,Mermaid Mooring - Lizard,Krista,Acropora cf. hyacinthus,310,
395,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,420,0
396,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,310,0
397,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,140,0
398,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,130,0
399,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,340,0
400,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
401,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,310,0
402,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,220,0
403,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,400,0
404,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,320,0
405,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,510,0
406,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,255,0
407,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,330,0
408,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,410,0
409,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,0
410,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,390,0
411,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,330,0
412,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,330,0
413,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,340,0
414,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,310,0
415,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,290,0
416,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,290,0
417,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,355,0
418,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,225,0
419,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,255,0
420,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,195,0
421,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,315,0
422,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,340,0
423,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
424,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,210,0
425,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,310,0
426,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,210,0
427,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,260,0
428,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,420,0
429,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,410,0
430,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,610,0
431,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,190,0
432,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,420,0
433,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,0
434,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,130,0
435,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,200,0
436,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,410,0
437,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,220,0
438,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,360,0
439,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,0
440,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,70,0
441,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,60,0
442,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,200,0
443,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,320,0
444,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
445,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,400,0
446,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,300,0
447,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,310,0
448,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,320,0
449,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,260,0
450,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
451,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,210,0
452,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,240,0
453,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,300,0
454,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,320,0
455,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,400,0
456,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,175,0
457,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,120,0
458,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,0
459,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,220,0
460,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,100,0
461,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,230,0
462,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,110,0
463,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,190,0
464,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,110,0
465,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,110,0
466,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,125,0
467,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,210,0
468,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,405,0
469,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,380,0
470,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,70,0
471,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Acropora cf. nasuta,150,0
308,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,170,0
309,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,320,0
310,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,140,0
311,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,320,0
312,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,35,0
313,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,25,0
314,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,50,0
315,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,130,0
316,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,460,0
317,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,210,0
318,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,220,0
319,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,130,0
320,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,210,0
321,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,90,0
322,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,60,0
323,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,70,0
324,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,120,0
325,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,130,0
326,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,200,50% dead
327,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,100,0
328,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,140,0
329,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,130,0
330,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,320,0
331,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,60,0
332,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,25,0
333,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,140,0
334,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,210,0
335,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,90,0
336,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,95,0
337,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,210,0
338,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,70,0
339,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,210,0
340,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,190,0
341,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,160,0
342,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,320,0
343,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,240,0
344,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,540,0
345,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,300,0
346,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,490,0
347,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,450,0
348,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,450,0
349,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,470,0
350,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,510,60% dead
351,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,120,0
352,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,240,0
353,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,150,0
354,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,90,0
355,Jun-22,2022,Mermaid Mooring - Lizard,Morgan Pratchett,Pocillopora cf. meandrina,100,0
